order_id,order_creation_ts,promised_by_ts,metro,retailer,store_id,store_lat,store_lon,customer_id,customer_lat,customer_lon,order_type,delivery_type,on_time_flag,basket_size,total_cost,revenue,markup,shopper_id,shopper_rating,preferred_shopper,base_pay,promo_pay,incentive_pay,total_shopper_pay
O101,2026-08-10 10:06:54.242974,2026-08-10 12:06:54.242974,Los Angeles,Meijer,S66,34.062932405222426,-118.36661306898368,C1643,33.997253136309936,-118.28047962224365,delivery_only,on_demand,1,4,53.47,7.51,2.47,SH54,4.82,1,6.79,0,0,6.79
O102,2026-08-10 15:06:15.185340,2026-08-11 15:06:15.185340,Los Angeles,Kroger,S56,34.011288880713785,-118.10216537518372,C2602,34.012972661634606,-118.06026838522713,shop_and_deliver,next_day,1,1,14.83,1.88,0.61,SH65,5.0,0,5.51,0,2,7.51
O103,2026-08-10 16:06:33.666936,2026-08-10 20:06:33.666936,Birmingham,Petco,S7,33.539746671732985,-86.79030243111211,C1413,33.565728030362784,-86.79609210619795,shop_and_deliver,same_day,0,22,305.2,43.81,10.22,SH4,4.61,0,11.81,1,0,12.81
O104,2026-08-10 16:10:41.594648,2026-08-10 20:10:41.594648,Austin,Walgreens,S105,30.30142870336481,-97.77137064374077,C516,30.27722277863557,-97.77128969217291,shop_and_deliver,same_day,1,13,159.75,14.26,8.29,SH78,4.46,0,8.39,0,0,8.39
O105,2026-08-10 13:43:39.810351,2026-08-10 17:43:39.810351,San Francisco,Target,S34,37.722527002034326,-122.44208212139412,C2004,37.74445577132561,-122.46160191621517,shop_and_deliver,same_day,1,2,13.25,1.94,0.56,SH46,3.86,0,4.51,0,0,4.51
O106,2026-08-10 17:08:49.004172,2026-08-10 19:08:49.004172,San Francisco,Publix,S31,37.809721064863744,-122.40668480302628,C843,37.80461331745987,-122.49811812239808,shop_and_deliver,on_demand,1,8,96.12,11.24,3.66,SH31,4.81,0,5.83,0,0,5.83
O107,2026-08-10 09:32:52.297254,2026-08-10 13:32:52.297254,Austin,Target,S119,30.332773800757515,-97.78879141683605,C1314,30.280446933433236,-97.83023723853636,shop_and_deliver,same_day,1,4,33.93,5.06,1.09,SH99,4.74,0,4.93,0,0,4.93
O108,2026-08-10 16:53:15.089415,2026-08-10 20:53:15.089415,Austin,Kroger,S120,30.2917780951638,-97.82603050700125,C2414,30.25625159119749,-97.8793299626782,delivery_only,same_day,0,16,82.45,8.14,4.19,SH91,4.74,0,9.2,0,0,9.2
O109,2026-08-10 13:11:48.661121,2026-08-10 17:11:48.661121,San Francisco,Lowe's,S43,37.78743008551334,-122.4146190690438,C1778,37.78240834533718,-122.45555215121107,delivery_only,same_day,1,8,114.8,14.58,6.5,SH41,4.55,0,6.86,1,2,9.86
O110,2026-08-10 10:22:29.497525,2026-08-11 10:22:29.497525,Los Angeles,Petco,S95,34.051958013965425,-118.22209874023724,C354,34.11802306376748,-118.22643651145755,shop_and_deliver,next_day,0,12,103.64,8.98,3.63,SH64,4.41,0,7.74,1,1,9.74
O111,2026-08-10 13:15:27.732121,2026-08-10 17:15:27.732121,Birmingham,Meijer,S6,33.46682103992209,-86.86767150590272,C503,33.494350130840346,-86.79395939339857,shop_and_deliver,same_day,1,19,229.17,26.49,15.97,SH6,4.84,0,9.05,1,0,10.05
O112,2026-08-10 12:55:44.266281,2026-08-10 16:55:44.266281,Birmingham,CVS,S22,33.58966892307698,-86.792778003814,C2872,33.65097701017171,-86.7670484863583,shop_and_deliver,same_day,1,6,56.39,4.81,3.09,SH13,4.62,0,7.0,0,2,9.0
O113,2026-08-10 12:06:29.390240,2026-08-10 14:06:29.390240,Los Angeles,Target,S59,33.982234304282585,-118.10071551325021,C2853,33.957847099350964,-118.17099929164311,shop_and_deliver,on_demand,1,6,55.31,4.46,1.85,SH56,4.6,1,7.42,1,1,9.42
O114,2026-08-10 17:42:19.968146,2026-08-10 21:42:19.968146,Birmingham,CVS,S14,33.5993993967056,-86.72658623404658,C1700,33.62686621319324,-86.81359990089202,delivery_only,same_day,1,15,221.58,28.53,12.6,SH12,4.97,0,7.97,0,0,7.97
O115,2026-08-10 11:23:48.934265,2026-08-10 13:23:48.934265,San Francisco,Petco,S28,37.723846077241575,-122.36097356760793,C1046,37.69448619224389,-122.33078583441784,shop_and_deliver,on_demand,1,6,69.88,8.6,3.45,SH40,4.14,0,6.17,2,0,8.17
O116,2026-08-10 17:17:52.502015,2026-08-10 21:17:52.502015,Birmingham,Meijer,S5,33.438754084224875,-86.77044022099197,C1089,33.3808860915718,-86.66994649789267,delivery_only,same_day,1,5,42.39,5.4,1.66,SH1,5.0,0,6.56,0,0,6.56
O117,2026-08-10 08:10:35.225766,2026-08-10 12:10:35.225766,San Francisco,Lowe's,S39,37.719752030744615,-122.3941204532377,C146,37.80497862253466,-122.34510942271727,delivery_only,same_day,1,3,18.86,2.56,1.17,SH40,4.14,0,5.5,0,0,5.5
O118,2026-08-10 10:14:09.691740,2026-08-10 14:14:09.691740,Austin,Lowe's,S109,30.251156171289253,-97.7918586112811,C1033,30.211947991042837,-97.80154388027135,delivery_only,same_day,1,14,142.73,20.85,4.3,SH86,4.37,0,7.71,3,0,10.71
O119,2026-08-10 12:49:08.406016,2026-08-10 14:49:08.406016,Austin,Publix,S124,30.32623723895374,-97.78893354974758,C1937,30.22629279361068,-97.78723207043025,shop_and_deliver,on_demand,0,15,192.84,26.91,10.03,SH79,5.0,1,9.73,0,0,9.73
O120,2026-08-10 15:11:31.189041,2026-08-10 19:11:31.189041,Los Angeles,Publix,S92,34.169813966553136,-118.20435841220082,C1613,34.19797315587518,-118.19691953045249,shop_and_deliver,same_day,1,25,330.3,33.59,16.61,SH62,5.0,0,10.95,2,0,12.95
O121,2026-08-10 15:37:42.524484,2026-08-10 19:37:42.524484,Los Angeles,Kroger,S71,34.18435697934688,-118.27442839367374,C2874,34.1335667633409,-118.18069468683741,delivery_only,same_day,1,17,236.92,20.11,7.66,SH53,4.92,1,10.53,0,0,10.53
O122,2026-08-10 17:01:41.855053,2026-08-10 21:01:41.855053,Los Angeles,Publix,S90,34.01251474091783,-118.31413928969549,C1126,33.96456830461928,-118.3344918293552,shop_and_deliver,same_day,1,19,91.81,11.05,5.11,SH65,5.0,0,10.8,0,0,10.8
O123,2026-08-10 15:05:28.578893,2026-08-10 19:05:28.578893,San Francisco,Walgreens,S35,37.7948106827941,-122.40844426547507,C1376,37.78772491629561,-122.39816931146775,shop_and_deliver,same_day,1,5,58.53,6.33,1.93,SH42,4.63,1,6.95,0,0,6.95
O124,2026-08-10 14:46:15.376252,2026-08-10 18:46:15.376252,Birmingham,CVS,S22,33.58966892307698,-86.792778003814,C2625,33.63904328512737,-86.81289065155522,delivery_only,same_day,1,13,56.9,6.53,2.06,SH24,4.53,0,7.3,0,0,7.3
O125,2026-08-10 10:07:13.614578,2026-08-10 14:07:13.614578,Birmingham,Lowe's,S11,33.539909481679956,-86.83155684157191,C1856,33.55406553595036,-86.8612289339957,delivery_only,same_day,1,13,98.75,7.97,5.73,SH4,4.61,0,7.09,1,0,8.09
O126,2026-08-10 12:45:38.041277,2026-08-10 14:45:38.041277,Los Angeles,Publix,S79,34.112307348991834,-118.13970165732852,C798,34.07373409193208,-118.13914945622174,delivery_only,on_demand,0,3,25.52,3.44,1.55,SH65,5.0,0,4.93,2,0,6.93
O127,2026-08-10 16:57:03.066220,2026-08-10 18:57:03.066220,Birmingham,Lowe's,S21,33.5802112594271,-86.81944425599345,C1592,33.57290854930457,-86.82058488335721,shop_and_deliver,on_demand,1,7,54.07,6.12,2.95,SH25,4.31,0,7.86,0,0,7.86
O128,2026-08-10 13:26:55.740697,2026-08-10 17:26:55.740697,Los Angeles,CVS,S85,34.047884126075864,-118.25917275710412,C417,34.04226068164505,-118.2505145593918,shop_and_deliver,same_day,0,10,119.46,10.21,4.09,SH58,4.41,0,7.48,0,2,9.48
O129,2026-08-10 10:41:06.002743,2026-08-10 12:41:06.002743,Austin,Target,S107,30.336933958984933,-97.81577573371159,C1190,30.35980017303927,-97.71086465998425,shop_and_deliver,on_demand,1,9,84.44,9.78,3.44,SH99,4.74,0,7.11,0,0,7.11
O130,2026-08-10 09:44:52.321742,2026-08-10 11:44:52.321742,Birmingham,Lowe's,S17,33.53839939840087,-86.75042491588749,C657,33.56500052370745,-86.74890755841695,shop_and_deliver,on_demand,1,12,90.96,7.88,6.28,SH12,4.97,0,7.36,0,0,7.36
O131,2026-08-10 09:20:31.287348,2026-08-10 11:20:31.287348,Los Angeles,CVS,S54,34.00348455142109,-118.11082708882626,C80,33.90148686216215,-118.01874208973737,shop_and_deliver,on_demand,1,14,156.23,13.77,8.04,SH52,5.0,1,8.31,0,0,8.31
O132,2026-08-10 14:04:00.815635,2026-08-10 16:04:00.815635,Los Angeles,Kroger,S97,34.04318335419728,-118.30983189746098,C1282,34.17574603387968,-118.29080389349909,shop_and_deliver,on_demand,1,5,35.69,3.45,2.19,SH72,4.63,0,4.92,0,0,4.92
O133,2026-08-10 15:04:01.868774,2026-08-10 19:04:01.868774,Los Angeles,Target,S84,33.903718475153866,-118.34545758457476,C1569,33.84951707265876,-118.46998686959186,delivery_only,same_day,0,33,266.71,34.78,15.21,SH57,4.71,0,13.87,0,0,13.87
O134,2026-08-10 14:13:59.319615,2026-08-10 16:13:59.319615,Los Angeles,Kroger,S80,34.16832592727953,-118.15973733624271,C1939,34.15256034963004,-118.30715402810345,shop_and_deliver,on_demand,1,7,48.23,4.41,2.78,SH53,4.92,1,6.79,0,0,6.79
O135,2026-08-10 15:40:51.217623,2026-08-10 17:40:51.217623,Austin,Meijer,S116,30.224508250425657,-97.72493334788619,C1742,30.182723800174657,-97.67007233830587,shop_and_deliver,on_demand,1,17,232.77,22.8,12.5,SH77,4.52,1,10.56,0,0,10.56
O136,2026-08-10 13:59:39.499513,2026-08-10 17:59:39.499513,Los Angeles,CVS,S93,34.0072235223084,-118.20016899139084,C2589,33.969921944452345,-118.16010340171273,shop_and_deliver,same_day,1,6,67.72,6.17,3.9,SH67,4.84,0,5.38,0,0,5.38
O137,2026-08-10 17:32:47.045786,2026-08-10 19:32:47.045786,San Francisco,Petco,S44,37.742355779859,-122.47016241082054,C738,37.762057996173915,-122.46545962514956,shop_and_deliver,on_demand,0,8,91.92,8.55,3.75,SH36,4.32,0,7.9,0,0,7.9
O138,2026-08-10 12:12:40.280560,2026-08-10 16:12:40.280560,Los Angeles,Walgreens,S78,34.09213043718198,-118.2919910626854,C2950,34.06468813579737,-118.39930340280725,shop_and_deliver,same_day,1,7,43.15,3.62,1.64,SH74,4.67,1,5.28,0,0,5.28
O139,2026-08-10 16:50:57.362886,2026-08-10 18:50:57.362886,San Francisco,Lowe's,S30,37.81275537141458,-122.39457711873828,C2689,37.76997482790097,-122.38276092219334,shop_and_deliver,on_demand,1,17,253.52,22.59,15.68,SH27,4.42,0,8.93,0,1,9.93
O140,2026-08-10 14:38:06.074499,2026-08-10 18:38:06.074499,San Francisco,Walgreens,S25,37.80457841321649,-122.41463694411331,C1462,37.78562886748108,-122.44536886535144,delivery_only,same_day,1,7,81.38,10.98,5.13,SH44,4.95,0,7.99,2,2,11.99
O141,2026-08-10 16:25:49.330089,2026-08-10 20:25:49.330089,Los Angeles,Publix,S58,33.99246349294503,-118.30824785168676,C762,34.032672567771336,-118.49211308126742,shop_and_deliver,same_day,1,3,20.98,2.74,0.8,SH65,5.0,0,5.0,0,0,5.0
O142,2026-08-10 08:05:54.485700,2026-08-10 10:05:54.485700,San Francisco,Petco,S42,37.77592848293977,-122.37049202312886,C2392,37.75203477871039,-122.35027931449385,delivery_only,on_demand,1,7,46.55,4.15,2.73,SH39,4.86,0,5.46,0,0,5.46
O143,2026-08-10 17:44:14.732953,2026-08-10 19:44:14.732953,Birmingham,CVS,S15,33.497974970457186,-86.89752607460036,C2355,33.45430769127838,-86.81978623268243,shop_and_deliver,on_demand,1,18,106.0,12.41,4.41,SH7,5.0,0,9.89,0,0,9.89
O144,2026-08-10 14:51:19.390340,2026-08-10 16:51:19.390340,San Francisco,Meijer,S47,37.769684148457955,-122.45318714753398,C2765,37.74195757953856,-122.49354721215644,shop_and_deliver,on_demand,1,8,102.63,11.7,4.3,SH29,4.44,1,7.41,0,0,7.41
O145,2026-08-10 11:08:01.237000,2026-08-10 15:08:01.237000,Birmingham,Walgreens,S19,33.56456505385718,-86.82387194259158,C1916,33.611238217111385,-86.8648438442505,shop_and_deliver,same_day,1,9,124.88,13.05,6.5,SH11,4.56,0,6.83,0,0,6.83
O146,2026-08-10 13:53:21.696812,2026-08-10 15:53:21.696812,Austin,Target,S103,30.246138293361895,-97.67425737185474,C1202,30.26087425600701,-97.58964004323158,shop_and_deliver,on_demand,1,11,95.12,10.26,2.95,SH100,4.9,1,7.26,3,1,11.26
O147,2026-08-10 17:17:54.906018,2026-08-11 17:17:54.906018,Birmingham,Lowe's,S17,33.53839939840087,-86.75042491588749,C1422,33.50679790319819,-86.7593190886495,delivery_only,next_day,1,14,88.48,11.24,5.15,SH25,4.31,0,8.68,2,0,10.68
O148,2026-08-10 13:22:52.934438,2026-08-10 17:22:52.934438,Austin,Walgreens,S110,30.349848110511292,-97.74083152022781,C2429,30.24823206429469,-97.83328358002119,shop_and_deliver,same_day,1,8,76.02,6.94,3.32,SH85,4.5,0,6.47,0,0,6.47
O149,2026-08-10 10:41:00.232486,2026-08-10 14:41:00.232486,San Francisco,Walgreens,S35,37.7948106827941,-122.40844426547507,C215,37.794184604902235,-122.46075645656357,shop_and_deliver,same_day,1,4,48.02,6.09,1.58,SH29,4.44,1,6.74,0,0,6.74
O150,2026-08-10 08:01:48.751369,2026-08-11 08:01:48.751369,Birmingham,Publix,S9,33.500574974908744,-86.89200018062155,C1361,33.48537154188246,-86.88553077168166,shop_and_deliver,next_day,1,10,119.26,15.93,4.01,SH14,4.83,1,7.54,0,0,7.54
O151,2026-08-10 13:22:27.009790,2026-08-10 15:22:27.009790,Birmingham,Meijer,S6,33.46682103992209,-86.86767150590272,C2430,33.464748276736486,-86.88538109029702,shop_and_deliver,on_demand,1,15,210.08,17.07,10.98,SH23,4.48,0,9.61,0,0,9.61
O152,2026-08-10 16:59:56.743561,2026-08-11 16:59:56.743561,Birmingham,Walgreens,S2,33.536358527155464,-86.87231664472036,C1695,33.584504631748956,-86.94929379567,shop_and_deliver,next_day,1,8,66.12,6.62,2.69,SH8,4.58,0,8.08,0,0,8.08
O153,2026-08-10 17:06:36.565199,2026-08-10 19:06:36.565199,Birmingham,Kroger,S12,33.535234622395166,-86.8920389257104,C2092,33.58932154752444,-86.89164344579196,delivery_only,on_demand,1,11,148.34,14.81,8.53,SH6,4.84,0,8.27,0,0,8.27
O154,2026-08-10 16:49:00.282370,2026-08-11 16:49:00.282370,Los Angeles,Kroger,S75,33.95468647812878,-118.09904949700118,C2782,33.9347670306341,-117.97880715725448,delivery_only,next_day,1,5,55.67,5.66,3.02,SH70,4.09,0,6.32,0,0,6.32
O155,2026-08-10 09:02:18.217900,2026-08-10 11:02:18.217900,Los Angeles,Walgreens,S88,34.09708986971416,-118.13893297685175,C2922,34.003753385972495,-118.10519593582227,shop_and_deliver,on_demand,1,6,80.4,7.73,3.47,SH54,4.82,1,5.63,0,0,5.63
O156,2026-08-10 09:28:08.720725,2026-08-10 11:28:08.720725,San Francisco,CVS,S40,37.71795029520929,-122.4664530287608,C2246,37.70178658607199,-122.41867453708792,shop_and_deliver,on_demand,1,12,76.88,8.96,2.78,SH46,3.86,0,8.5,0,0,8.5
O157,2026-08-10 13:15:20.857466,2026-08-10 15:15:20.857466,Austin,Kroger,S120,30.2917780951638,-97.82603050700125,C1978,30.233462213834283,-97.82658030942181,shop_and_deliver,on_demand,1,9,77.59,9.51,2.65,SH92,4.96,0,7.11,0,0,7.11
O158,2026-08-10 14:52:25.479037,2026-08-11 14:52:25.479037,Austin,Meijer,S108,30.23909823024395,-97.7843816311471,C2594,30.27918289215675,-97.85106466728101,shop_and_deliver,next_day,1,8,102.84,8.37,6.5,SH78,4.46,0,5.93,3,0,8.93
O159,2026-08-10 15:50:58.402150,2026-08-10 17:50:58.402150,Austin,Petco,S123,30.36110737342283,-97.700180979164,C818,30.38678603982292,-97.75734495945373,shop_and_deliver,on_demand,0,13,166.92,19.57,6.25,SH96,5.0,0,8.03,0,0,8.03
O160,2026-08-10 11:00:41.724712,2026-08-10 13:00:41.724712,Birmingham,Lowe's,S11,33.539909481679956,-86.83155684157191,C2797,33.54581669293979,-86.8344863658159,shop_and_deliver,on_demand,1,40,286.13,30.24,9.54,SH15,5.0,0,13.66,0,0,13.66
O161,2026-08-10 16:35:28.692951,2026-08-11 16:35:28.692951,San Francisco,Publix,S45,37.798274191964765,-122.37374385931817,C444,37.776816736400235,-122.39456916139473,shop_and_deliver,next_day,1,13,124.13,13.97,4.98,SH47,4.98,0,8.27,0,0,8.27
O162,2026-08-10 13:16:39.799526,2026-08-11 13:16:39.799526,Austin,Kroger,S125,30.316008528599824,-97.79292789453066,C1178,30.342372855584422,-97.8961930332827,delivery_only,next_day,1,31,286.2,34.97,19.87,SH90,4.27,0,14.06,2,1,17.060000000000002
O163,2026-08-10 10:51:22.557589,2026-08-10 12:51:22.557589,Los Angeles,Target,S84,33.903718475153866,-118.34545758457476,C2399,33.95533387313783,-118.37872809684032,shop_and_deliver,on_demand,1,6,76.66,9.15,2.32,SH66,4.22,1,6.29,0,0,6.29
O164,2026-08-10 12:32:27.477362,2026-08-11 12:32:27.477362,Los Angeles,Target,S61,34.09250540341041,-118.18948836453357,C2826,34.04426665275838,-118.24761057633837,shop_and_deliver,next_day,1,22,112.33,12.89,6.47,SH52,5.0,1,10.0,0,0,10.0
O165,2026-08-10 16:45:25.813316,2026-08-11 16:45:25.813316,Los Angeles,Meijer,S55,33.96782926587192,-118.2262693993948,C2311,33.94747388635958,-118.26106549710613,delivery_only,next_day,1,20,244.57,21.94,9.81,SH68,4.88,0,10.7,0,0,10.7
O166,2026-08-10 09:07:25.787097,2026-08-11 09:07:25.787097,San Francisco,Walgreens,S29,37.762285782181074,-122.44418141903382,C1892,37.76176758503963,-122.41880588349976,shop_and_deliver,next_day,1,8,38.89,5.26,2.47,SH48,5.0,1,5.99,2,0,7.99
O167,2026-08-10 11:03:11.732365,2026-08-10 13:03:11.732365,Los Angeles,Target,S67,33.947415263189626,-118.24124036697779,C2061,33.968302209947446,-118.18265787875792,shop_and_deliver,on_demand,1,7,28.63,2.72,1.56,SH65,5.0,0,6.38,5,0,11.379999999999999
O168,2026-08-10 08:46:42.209512,2026-08-10 10:46:42.209512,Los Angeles,Walgreens,S64,33.97349126319772,-118.17523509541644,C2800,34.00315176007117,-118.0645180855356,shop_and_deliver,on_demand,1,5,28.81,2.32,1.73,SH59,4.77,0,5.07,0,0,5.07
O169,2026-08-10 10:50:45.969524,2026-08-10 14:50:45.969524,San Francisco,Lowe's,S41,37.822391631480826,-122.42235557321814,C1889,37.8054282475236,-122.48766410238696,delivery_only,same_day,1,21,119.96,11.51,4.68,SH50,4.76,1,8.81,0,0,8.81
O170,2026-08-10 17:31:44.771288,2026-08-10 19:31:44.771288,San Francisco,Petco,S44,37.742355779859,-122.47016241082054,C2866,37.717509915588316,-122.52143169715593,shop_and_deliver,on_demand,1,5,28.44,3.11,0.93,SH44,4.95,0,6.28,0,0,6.28
O171,2026-08-10 16:01:46.786840,2026-08-10 20:01:46.786840,Austin,Meijer,S115,30.232830533494944,-97.81209167665445,C746,30.15853069967498,-97.8324102139452,shop_and_deliver,same_day,1,14,196.67,19.53,12.2,SH93,4.67,1,9.75,0,0,9.75
O172,2026-08-10 12:14:32.845315,2026-08-10 16:14:32.845315,Birmingham,Kroger,S12,33.535234622395166,-86.8920389257104,C1415,33.574214286512245,-86.94103807896806,shop_and_deliver,same_day,1,9,94.13,10.67,4.05,SH6,4.84,0,7.91,0,1,8.91
O173,2026-08-10 09:41:49.388610,2026-08-10 11:41:49.388610,Birmingham,Publix,S3,33.446595484847236,-86.81773519944615,C334,33.48882417882775,-86.78357872898712,shop_and_deliver,on_demand,1,27,149.07,22.01,9.37,SH10,4.63,0,10.86,0,0,10.86
O174,2026-08-10 13:08:38.539275,2026-08-10 17:08:38.539275,Los Angeles,Kroger,S97,34.04318335419728,-118.30983189746098,C1015,34.01945818834178,-118.37753623155437,shop_and_deliver,same_day,1,9,40.08,4.42,1.29,SH60,4.65,0,6.04,0,0,6.04
O175,2026-08-10 16:35:23.510077,2026-08-10 20:35:23.510077,Los Angeles,CVS,S93,34.0072235223084,-118.20016899139084,C107,33.95946388969218,-118.17406098028724,delivery_only,same_day,1,19,199.54,23.0,11.14,SH70,4.09,0,11.17,0,0,11.17
O176,2026-08-10 09:00:08.689330,2026-08-10 13:00:08.689330,Austin,Target,S107,30.336933958984933,-97.81577573371159,C441,30.32212149904672,-97.76765060411392,delivery_only,same_day,1,20,89.15,7.28,4.0,SH82,4.55,0,8.95,0,1,9.95
O177,2026-08-10 13:07:27.427850,2026-08-10 15:07:27.427850,San Francisco,Lowe's,S33,37.81690462933478,-122.42546591910342,C895,37.78602374863512,-122.37821179947078,shop_and_deliver,on_demand,1,6,72.96,9.7,4.14,SH47,4.98,0,5.7,0,0,5.7
O178,2026-08-10 08:19:17.949732,2026-08-10 12:19:17.949732,Los Angeles,Walgreens,S78,34.09213043718198,-118.2919910626854,C1887,34.053761546791506,-118.38341466850261,shop_and_deliver,same_day,1,27,235.51,34.77,12.76,SH68,4.88,0,12.5,3,0,15.5
O179,2026-08-10 12:31:39.652662,2026-08-10 16:31:39.652662,Austin,Kroger,S120,30.2917780951638,-97.82603050700125,C1121,30.316746207485647,-97.8430162495834,shop_and_deliver,same_day,1,13,193.62,18.09,6.48,SH94,5.0,0,7.76,0,0,7.76
O180,2026-08-10 10:19:24.079653,2026-08-11 10:19:24.079653,Los Angeles,Target,S84,33.903718475153866,-118.34545758457476,C1490,33.923793264894705,-118.39851555043568,shop_and_deliver,next_day,1,32,133.09,11.76,7.45,SH65,5.0,0,13.2,0,0,13.2
O181,2026-08-10 09:28:30.858030,2026-08-10 11:28:30.858030,Austin,Lowe's,S109,30.251156171289253,-97.7918586112811,C806,30.186702576607782,-97.80777531405191,delivery_only,on_demand,1,10,49.43,5.55,2.95,SH97,4.75,0,8.96,0,0,8.96
O182,2026-08-10 13:53:28.802514,2026-08-10 15:53:28.802514,Birmingham,Lowe's,S11,33.539909481679956,-86.83155684157191,C2887,33.52117949273988,-86.86178262926015,shop_and_deliver,on_demand,1,9,37.68,3.98,1.54,SH23,4.48,0,7.27,0,0,7.27
O183,2026-08-10 16:17:21.476083,2026-08-11 16:17:21.476083,Austin,Petco,S121,30.206076006798973,-97.76082921898866,C1269,30.173534705549255,-97.80527220389044,shop_and_deliver,next_day,1,9,50.23,5.86,1.52,SH99,4.74,0,6.7,0,0,6.7
O184,2026-08-10 12:42:12.501314,2026-08-10 16:42:12.501314,Los Angeles,Kroger,S57,33.97626281885158,-118.18480871814806,C683,34.052023119109606,-118.29765025566691,shop_and_deliver,same_day,1,20,243.13,29.65,7.85,SH69,4.56,0,10.83,0,0,10.83
O185,2026-08-10 16:10:40.644515,2026-08-10 18:10:40.644515,Birmingham,Kroger,S10,33.49454513179286,-86.81830740284093,C779,33.525270739668315,-86.84298364222703,shop_and_deliver,on_demand,0,11,148.66,17.75,10.11,SH8,4.58,0,6.47,0,0,6.47
O186,2026-08-10 14:00:06.549995,2026-08-10 16:00:06.549995,Birmingham,Publix,S9,33.500574974908744,-86.89200018062155,C761,33.529167137063595,-86.90822460626458,shop_and_deliver,on_demand,0,4,22.37,2.7,0.82,SH4,4.61,0,5.77,0,0,5.77
O187,2026-08-10 10:14:20.623269,2026-08-11 10:14:20.623269,Los Angeles,Kroger,S97,34.04318335419728,-118.30983189746098,C2362,33.96891363142765,-118.29941697617186,shop_and_deliver,next_day,1,15,74.79,6.65,4.72,SH73,4.63,1,9.84,0,0,9.84
O188,2026-08-10 12:05:54.185212,2026-08-10 16:05:54.185212,Los Angeles,Target,S53,34.04764899140769,-118.18596919013292,C92,34.04654695993077,-118.16645629835769,shop_and_deliver,same_day,1,22,106.16,15.15,6.59,SH65,5.0,0,9.42,1,0,10.42
O189,2026-08-10 15:38:46.274424,2026-08-10 19:38:46.274424,Austin,Target,S119,30.332773800757515,-97.78879141683605,C1272,30.459440750792407,-97.80331922382203,delivery_only,same_day,1,4,27.28,3.19,1.14,SH95,4.55,1,6.56,0,0,6.56
O190,2026-08-10 15:15:14.836435,2026-08-10 17:15:14.836435,San Francisco,Walgreens,S26,37.75771039920323,-122.44568785883752,C846,37.76414326711561,-122.45084745369977,delivery_only,on_demand,1,26,156.73,17.4,5.74,SH46,3.86,0,12.95,0,0,12.95
O191,2026-08-10 08:26:41.178797,2026-08-10 12:26:41.178797,San Francisco,Meijer,S36,37.82136552910916,-122.42273420898056,C1785,37.816227029375234,-122.42982131227052,shop_and_deliver,same_day,1,11,46.23,6.39,1.71,SH31,4.81,0,7.8,0,0,7.8
